车辆型号,生产企业,驱动型式,额定功率,变速器类型,发动机型号,车辆净重量,车辆最大重量,市郊油耗,市区油耗,综合油耗
DXK6470AS4H,东风小康汽车有限公司,前轮驱动,110,MT,SFG15TA,1550,2085,5.9,10.6,7.4
DXK6460AF4H,东风小康汽车有限公司,前轮驱动,85,MT,SFG15A,1345,1870,5.5,9.8,6.9
DXK6471AS2H,东风小康汽车有限公司,前轮驱动,110,MT,SFG15TA,1570,2095,5.7,10.8,7.5
DXK6440AF12H,东风小康汽车有限公司,后轮驱动,85,MT,DK151B,1250,1775,5.5,9.8,7.1
SY7150X1SBAA,华晨汽车集团控股有限公司,前轮驱动,77,MT,4A91S,1210,1600,5.8,8.9,6.9
SY7150X1SBAB,华晨汽车集团控股有限公司,前轮驱动,77,MT,4A91S,1240,1630,5.8,9.2,7.1
HMC7151A4H0,一汽海马汽车有限公司,前轮驱动,83,MT,4A91S,1055,1430,5.8,8.9,7
HFC7150B,安徽江淮汽车股份有限公司,前轮驱动,77,MT,HFC4GB2.3C,1315,1690,5.7,9.6,7.2
DN7150LA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.8,8.7,6.9
DN7151MA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6,9.3,7.2
DN7151PA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.8,8.9,6.9
DN7150EA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.8,8.7,6.9
DN7150EA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.7,8.7,6.8
DN7150HA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.7,8.7,6.8
DN5029XZHMAA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6,9.3,7.2
DN5029XZHMAA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.8,8.9,6.9
DN7150HA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.8,8.7,6.9
DN7150LA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.7,8.7,6.8
DN7150PA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.8,8.7,6.9
DN7150PA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.7,8.7,6.8
DN7151PA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6,9.3,7.2
DN7150MA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.7,8.7,6.8
DN7151EA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6,9.3,7.2
DN7151HA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6,9.3,7.2
DN7151HA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.8,8.9,6.9
DN7151LA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.8,8.9,6.9
DN7151LA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6,9.3,7.2
DN7151MA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.8,8.9,6.9
DN5029XZHMA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.8,8.7,6.9
DN5029XZHMA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.7,8.7,6.8
DN7150MA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.8,8.7,6.9
DN7151EA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.8,8.9,6.9
SY7150X1ZBAA,华晨汽车集团控股有限公司,前轮驱动,77,AT,4A91S,1215,1605,6,8.8,6.9
SY7150X1ZBAB,华晨汽车集团控股有限公司,前轮驱动,77,AT,4A91S,1250,1640,6.8,9.9,7.7
BJ6438M16VA-PB,北汽福田汽车股份有限公司,后轮驱动,77,MT,4A91S,1290,1815,5.7,8.4,6.7
BJ6438M16VA-B,北汽福田汽车股份有限公司,后轮驱动,77,MT,4A91S,1260,1785,5.7,8.4,6.7
HMC7151B4H0,一汽海马汽车有限公司,前轮驱动,83,其它,4A91S,1055,1430,5.8,8.9,7
LZ6430BQBE,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1250,1625,6,9.1,7.2
HFC7150B,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1325,1690,5.7,9.6,7.2
SY7150X1SBAB,华晨汽车集团控股有限公司,前轮驱动,77,MT,4A91S,1240,1630,5.6,8.6,6.9
SY7150X1STBAB,华晨汽车集团控股有限公司,前轮驱动,77,MT,4A91S,1325,1715,5.8,10.5,7.3
SY7150X1ZBAB,华晨汽车集团控股有限公司,前轮驱动,77,AT,4A91S,1250,1640,5.8,9.4,7.2
HMC7151C4H0,一汽海马汽车有限公司,前轮驱动,83,AMT,4A91S,1055,1430,5.5,7.8,6.4
HMC7151C4H0,一汽海马汽车有限公司,前轮驱动,83,AMT,4A91S,1055,1430,5.6,7.9,6.4
LZ6431BQBE,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1250,1625,5.9,8.5,6.9
DN7152EAJ,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.3,8.5,6.5
DN7152HA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.4,8.3,6.5
DN7152LAJ,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.4,8.3,6.5
DN7152EA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.3,8.5,6.5
DN7152MA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.3,8.5,6.5
DN7153GA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6.6,8.8,6.8
DN7152LA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.4,8.3,6.5
DN7153PA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.4,8.6,6.8
DN7153HA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,6.6,8.8,6.8
DN7153MA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.4,8.6,6.8
JNJ7151,湖南江南汽车制造有限公司,前轮驱动,88,AT,4A91S,1103,1478,6,9.7,7.4
JNJ7151T,湖南江南汽车制造有限公司,前轮驱动,88,MT,4A91S,1095,1470,5.5,8.1,6.5
JNJ7152,湖南江南汽车制造有限公司,前轮驱动,88,MT,4A91S,1105,1505,5.5,8.1,6.5
JNJ7152T,湖南江南汽车制造有限公司,前轮驱动,88,AT,4A91S,1105,1505,6,9.7,7.4
LZ6430BQCE,东风柳州汽车有限公司,前轮驱动,88,AMT,4A91S,1270,1645,5.7,8.6,6.8
HFC6460M1F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1435,1890,6.4,9.4,7.5
HFC7150BNF,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4NB2.3C,1385,1760,5.7,9.6,7.2
HFC7150M,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1435,1890,6.4,9.4,7.5
SC7151D4,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.1,7.9,6.2
SC7151D4,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.2,8,6.2
SC7156C4,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.1,8,6.2
SC7156C4,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.2,8,6.2
DN7152LAH,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.2,8.4,6.5
DN7153HAH,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1130,1540,5.9,8.3,6.8
DN7152HAS,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.7,7.7,5.8
DN7152MAS,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.7,7.7,5.8
LZ6431BQBE,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1280,1655,5.9,8.5,6.9
LZ6430BQCE,东风柳州汽车有限公司,前轮驱动,88,AMT,4A91S,1300,1675,5.7,8.6,6.8
HFC7150B1F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1325,1700,5.1,9.1,6.6
HFC7150M1F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1395,1770,5.7,8.3,6.7
SC7151DY,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.9,7.9,6
SC7151G,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.2,8,6.2
LZ6430BQ6E,东风柳州汽车有限公司,前轮驱动,88,AMT,4A91S,1300,1675,5.3,8.6,6.5
LZ6431BQ4E,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1280,1655,5.2,7.9,6.2
LZ6431BQCE,东风柳州汽车有限公司,前轮驱动,88,AMT,4A91S,1300,1675,5.3,8.6,6.5
LZ6432BQBE,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1280,1655,5.2,7.9,6.2
BJ7130B3D,北京汽车股份有限公司,前轮驱动,73,MT,4A90M,1090,1490,5.5,7.6,6.3
BJ7150B3D,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1090,1490,5.7,8.8,6.8
BJ7150B3D1,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1090,1490,6,8.8,7.1
DN7153HAS,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1540,5.4,8.3,6.6
JNJ7153,湖南江南汽车制造有限公司,前轮驱动,83,MT,4A91S,1325,1700,5.8,8.2,6.7
SC7151M,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.8,8.1,6
DN7153GA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1100,1540,6.6,8.8,6.8
DN7153HA,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1100,1540,6.6,8.8,6.8
SC7151E,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.1,7.9,6.2
SC7151E,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5.2,8,6.2
SC7151EY,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.8,8.1,6
SC7151F,重庆长安汽车股份有限公司,前轮驱动,84,AT,JL478QCA,1150,1525,5.7,8.8,6.8
SC7156D,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1120,1495,5,8.3,6.2
SC7156E,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.8,8,6
DN7152LA5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.5,7.8,5.8
DN7153HA5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1100,1540,5.5,9,6.8
JNJ7153,湖南江南汽车制造有限公司,前轮驱动,83,MT,4A91S,1275,1650,5.8,8.2,6.7
BJ7150B3D-G,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1090,1490,5.5,8.3,6.6
BJ7150C3D,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1105,1505,5.7,8.4,6.9
BJ7150C3D1,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1135,1535,6.3,9,7.3
SC7151DYB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.7,8,6
SC7151DYB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.9,8,6
SC7151EYB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCC,1120,1495,4.8,8.1,6
SC7151FB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1150,1525,5.7,8.7,6.8
SC7151FB5,重庆长安汽车股份有限公司,前轮驱动,84,MT,JL478QCA,1150,1525,5.7,8.9,6.8
DN5029XZHM4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8,6.2
DN5029XZHM5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8.3,6.2
DN5029XZHMA4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.4,9.2,6.8
DN5029XZHMA5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,6.8
DN7156H4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8,6.2
DN7156H5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8.3,6.2
DN7156L4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8,6.2
DN7156L5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8.3,6.2
DN7156M4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8,6.2
DN7156M5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8.3,6.2
DN7156P4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8,6.2
DN7156P5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8.3,6.2
DN7157H4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.4,9.2,6.8
DN7157H5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,6.8
DN7157L4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.4,9.2,6.8
DN7157L5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,6.8
DN7157M4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.4,9.2,6.8
DN7157M5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,6.8
DN7157P4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.4,9.2,6.8
DN7157P5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,6.8
SY5020XLH-X1ZBAB,华晨汽车集团控股有限公司,前轮驱动,77,AT,4A91S,1250,1640,5.8,9.4,7.2
SC7151FB5,重庆长安汽车股份有限公司,前轮驱动,84,AT,JL478QCA,1150,1525,5.7,8.7,6.8
SC7151FB5,重庆长安汽车股份有限公司,前轮驱动,84,AT,JL478QCA,1150,1525,5.7,8.9,6.8
HFC7150B1G5,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1325,1700,5.5,8.1,6.6
DN7156L4S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.8,8,6
DN7156L5S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.7,7.9,6
DN7156MQN,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1230,1605,5.5,8,6.6
DN7156MQNS,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1230,1605,5,8.3,6.3
LZ6430HQ15M,东风柳州汽车有限公司,前轮驱动,88,MT,4A91S,1280,1655,5.5,7.4,6.2
HFC6460M3F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1395,1770,5.7,8.3,6.6
HFC7150M2F,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3C,1395,1770,5.7,8.3,6.6
CAF7150B4,长安福特马自达汽车有限公司,前轮驱动,81,DCT,CT,1295,1670,5.6,8.7,6.5
CAF7150N4,长安福特马自达汽车有限公司,前轮驱动,81,MT,CT,1245,1620,5.4,8.4,6.3
DN7158M4S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.8,8,6
DN7158M5S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.7,7.9,6
CAF7152A5,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1150,1545,4.6,7.9,5.9
CAF7152B4,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1115,1545,4.6,7.9,5.9
CAF7152B4,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1134,1545,4.6,7.9,5.9
CAF7152B5,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1115,1545,4.6,7.9,5.9
CAF7152B5,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1134,1545,4.6,7.9,5.9
CAF7152M4,长安福特马自达汽车有限公司,前轮驱动,81,MT,CT,1106,1520,4.6,8,5.9
CAF7152M5,长安福特马自达汽车有限公司,前轮驱动,81,MT,CT,1106,1520,4.6,8,5.9
CAF7152N4,长安福特马自达汽车有限公司,前轮驱动,81,MT,CT,1092,1520,4.6,8,5.9
CAF7152N5,长安福特马自达汽车有限公司,前轮驱动,81,MT,CT,1092,1520,4.6,8,5.9
DN7152EAS,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,5.1,7.6,6
DN7152MA5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.5,7.8,6
CAF7152A4,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1135,1545,4.6,7.9,5.9
CAF7152A4,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1150,1545,4.6,7.9,5.9
CAF7152A5,长安福特马自达汽车有限公司,前轮驱动,81,AT,CT,1135,1545,4.6,7.9,5.9
JNJ7153Q,湖南江南汽车制造有限公司,前轮驱动,82,MT,TNN4G15A,1321,1696,5.6,8.5,6.7
BJ6438MD62A-B2,北汽福田汽车股份有限公司,后轮驱动,77,MT,4A91A,1290,1815,6.1,8.5,7
BJ6438MD62A-B1,北汽福田汽车股份有限公司,后轮驱动,77,MT,4A91A,1260,1785,6.1,8.5,7
DXK6440AF2F,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,6,9.1,7.1
JNJ7152TC,湖南江南汽车制造有限公司,前轮驱动,88,AT,4A91S,1105,1505,6,9.7,7.4
JNJ7153F,湖南江南汽车制造有限公司,前轮驱动,83,MT,4A91S,1275,1650,5.1,8.2,6.3
CAF7150B4,长安福特汽车有限公司,前轮驱动,81,DCT,CT,1295,1670,5.6,8.7,6.5
CAF7150N4,长安福特汽车有限公司,前轮驱动,81,MT,CT,1245,1620,5.4,8.4,6.3
CAF7152A4,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1135,1545,4.6,7.9,5.9
CAF7152A4,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1150,1545,4.6,7.9,5.9
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1135,1545,4.6,7.9,5.9
CAF7152A5,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1150,1545,4.6,7.9,5.9
CAF7152B4,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1115,1545,4.6,7.9,5.9
CAF7152B4,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1134,1545,4.6,7.9,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1115,1545,4.6,7.9,5.9
CAF7152B5,长安马自达汽车有限公司,前轮驱动,81,AT,CT,1134,1545,4.6,7.9,5.9
CAF7152M4,长安马自达汽车有限公司,前轮驱动,81,MT,CT,1106,1520,4.6,8,5.9
CAF7152M5,长安马自达汽车有限公司,前轮驱动,81,MT,CT,1106,1520,4.6,8,5.9
CAF7152N4,长安马自达汽车有限公司,前轮驱动,81,MT,CT,1092,1520,4.6,8,5.9
CAF7152N5,长安马自达汽车有限公司,前轮驱动,81,MT,CT,1092,1520,4.6,8,5.9
HFC7151BF,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1110,1485,4.9,7.7,5.9
HFC7151BF,安徽江淮汽车股份有限公司,前轮驱动,83,MT,HFC4GB2.3D,1110,1485,4.7,7.8,5.9
HFC7151BTF,安徽江淮汽车股份有限公司,前轮驱动,83,CVT,HFC4GB2.3D,1110,1485,5.1,8.2,6.2
SC7158A,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1365,1740,5.7,9.3,7.3
SC7158A,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1365,1740,5.7,9.3,7.3
DN5021XZHM4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8,6.2
DN5021XZHM4A,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8,6.2
DN5021XZHM5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8.3,6.2
DN5021XZHM5A,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8.3,6.2
DN5021XZHMA4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.4,9.2,6.8
DN5021XZHMA4A,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.4,9.2,6.8
DN5021XZHMA5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,6.8
DN5021XZHMA5A,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,6.8
DN7152EAF,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1070,1510,4.6,7.9,6.1
DN7152MA5F,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1070,1510,5,8.1,6.1
DN7154LF,东南（福建）汽车工业有限公司,前轮驱动,81,MT,4G15M,1070,1510,4.7,7.5,6.1
DN7154M5F,东南（福建）汽车工业有限公司,前轮驱动,81,MT,4G15M,1070,1510,4.8,7.9,6.1
DN7158E4S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.8,8,6
DN7158E4SA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.8,8,6
DN7158E5S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.7,7.9,6
DN7158E5SA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.7,7.9,6
DN7158L4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8,6.2
DN7158L4A,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8,6.2
DN7158L4S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.8,8,6
DN7158L4SA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.8,8,6
DN7158L5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8.3,6.2
DN7158L5A,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8.3,6.2
DN7158L5S,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.7,7.9,6
DN7158L5SA,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.7,7.9,6
DN7158M4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8,6.2
DN7158M4A,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8,6.2
DN7158M5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8.3,6.2
DN7158M5A,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1190,1605,4.9,8.3,6.2
DN7159L4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.4,9.2,6.8
DN7159L4A,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.4,9.2,6.8
DN7159L5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,6.8
DN7159L5A,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,6.8
DN7159M4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.4,9.2,6.8
DN7159M4A,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.4,9.2,6.8
DN7159M5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,6.8
DN7159M5A,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1230,1605,5.7,8.5,6.8
DXK6440AF2F,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1210,1800,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,AMT,DK15,1210,1800,5.9,8.9,7
SC7158C4,重庆长安汽车股份有限公司,前轮驱动,125,AT,JL476ZQCA,1380,1755,5.7,9.3,7.3
BJ6438MD62A-PE,北汽福田汽车股份有限公司,后轮驱动,83,MT,4A91S,1330,1855,5.7,8.4,6.9
BJ6438MD62A-PF,北汽福田汽车股份有限公司,后轮驱动,83,MT,4A91S,1325,1850,5.7,8.4,6.9
BJ6450UD1A5,北汽（镇江）汽车有限公司,前轮驱动,110,MT,4A91T,1480,1880,6.3,9,7.3
DXK6440AF2F,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1235,1835,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,MT,DK15,1210,1800,6,9.1,7.1
DXK6440AF2F5,东风小康汽车有限公司,后轮驱动,85,AMT,DK15,1210,1800,5.9,8.9,7
BJ7150B3D1A,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1090,1490,6,8.9,7.1
BJ7150B3DA,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1090,1490,5.1,8.3,6.8
BJ7150C3D1A,北京汽车股份有限公司,前轮驱动,83,AT,4A91S,1135,1535,6.3,9.2,7.4
BJ7150C3DA,北京汽车股份有限公司,前轮驱动,83,MT,4A91S,1105,1505,5.9,8.4,6.9
CAF7153A4,长安福特汽车有限公司,前轮驱动,135,AT,GTDIQ4,1540,1915,5.2,9.7,6.9
CAF7153A4,长安福特汽车有限公司,前轮驱动,135,AT,GTDIQ4,1540,1915,5.4,9.7,6.9
DN7156M5T,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1215,1620,4.8,8.9,6.3
DN7158M5T,东南（福建）汽车工业有限公司,前轮驱动,110,MT,4A91T,1230,1635,4.8,8.9,6.3
DN7152LA5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1100,1510,4.5,7.8,6
DN7156L4,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8,6.5
DN7156L5,东南（福建）汽车工业有限公司,前轮驱动,88,MT,4A91,1170,1590,4.9,8.3,6.5
DN7157L4,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.4,9.2,7
DN7157L5,东南（福建）汽车工业有限公司,前轮驱动,88,CVT,4A91,1210,1590,5.7,8.5,7
GA6441SE4,广汽吉奥汽车有限公司,前轮驱动,83,MT,4A91S,1320,1930,6.5,9.5,7.6
